action step launch new runCount start run lastSeen good bad recordLast badObserve deliver done observe0 observe1 observe2 observe3 observe4 observe5 observe6 observe7 observe8 observe9 observe10 observe11 observe12 observe13 observe14 observe15 observe16 observe17 observe18 observe19
crowds 30 false false 4 false true 3 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 31 false false 4 false false 3 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 32 false false 4 false true 9 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 33 false false 4 false true 9 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 34 false false 4 false false 9 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 35 false false 4 false true 6 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 36 false false 4 false true 6 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 37 false false 4 false false 6 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 38 false false 4 false true 8 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 39 false false 4 false true 8 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 40 false false 4 false false 8 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 41 false false 4 false true 4 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 42 false false 4 false true 4 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 43 false false 4 false false 4 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 44 false false 4 false true 4 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 45 false false 4 false true 4 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 46 false false 4 false false 4 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 47 false false 4 false true 4 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 48 false false 4 false true 4 true false false false true false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 49 false false 4 false false 4 false false false false false true 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 50 false true 4 false false 20 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 51 false false 3 true false 20 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 52 false false 3 false true 0 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 53 false false 3 false false 0 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 54 false false 3 false true 8 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 55 false false 3 false true 8 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 56 false false 3 false false 8 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 57 false false 3 false true 5 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 58 false false 3 false true 5 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 59 false false 3 false false 5 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 60 false false 3 false true 9 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 61 false false 3 false true 9 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 62 false false 3 false false 9 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 63 false false 3 false true 5 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 64 false false 3 false true 5 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 65 false false 3 false false 5 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 66 false false 3 false true 7 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 67 false false 3 false true 7 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 68 false false 3 false false 7 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 69 false false 3 false true 1 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 70 false false 3 false true 1 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 71 false false 3 false false 1 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 72 false false 3 false true 5 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 73 false false 3 false true 5 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 74 false false 3 false false 5 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 75 false false 3 false true 7 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 76 false false 3 false true 7 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 77 false false 3 false false 7 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 78 false false 3 false true 3 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 79 false false 3 false true 3 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 80 false false 3 false false 3 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 81 false false 3 false true 1 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 82 false false 3 false true 1 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 83 false false 3 false false 1 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 84 false false 3 false true 7 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 85 false false 3 false true 7 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 86 false false 3 false false 7 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 87 false false 3 false true 7 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 88 false false 3 false true 7 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 89 false false 3 false false 7 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 90 false false 3 false true 8 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 91 false false 3 false true 8 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 92 false false 3 false false 8 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 93 false false 3 false true 3 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 94 false false 3 false true 3 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 95 false false 3 false false 3 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 96 false false 3 false true 3 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 97 false false 3 false true 3 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 98 false false 3 false false 3 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 99 false false 3 false true 5 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 100 false false 3 false true 5 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 101 false false 3 false false 5 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 102 false false 3 false true 3 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 103 false false 3 false true 3 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 104 false false 3 false false 3 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 105 false false 3 false true 5 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 106 false false 3 false true 5 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 107 false false 3 false false 5 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 108 false false 3 false true 7 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 109 false false 3 false true 7 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 110 false false 3 false false 7 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 111 false false 3 false true 0 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 112 false false 3 false true 0 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 113 false false 3 false false 0 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 114 false false 3 false true 4 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 115 false false 3 false true 4 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 116 false false 3 false false 4 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 117 false false 3 false true 5 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 118 false false 3 false true 5 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 119 false false 3 false false 5 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 120 false false 3 false true 6 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 121 false false 3 false true 6 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 122 false false 3 false false 6 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 123 false false 3 false true 2 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 124 false false 3 false true 2 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 125 false false 3 false false 2 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 126 false false 3 false true 0 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 127 false false 3 false true 0 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 128 false false 3 false false 0 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 129 false false 3 false true 9 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 130 false false 3 false true 9 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 131 false false 3 false false 9 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 132 false false 3 false true 9 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 133 false false 3 false true 9 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 134 false false 3 false false 9 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 135 false false 3 false true 3 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 136 false false 3 false true 3 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 137 false false 3 false false 3 true false true false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 138 false false 3 false true 4 true false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 139 false false 3 false true 4 false false false false false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 140 false false 3 false false 4 false true false true false false 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 141 false false 3 false true 4 false true false false true false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 142 false false 3 false false 4 false false false false false true 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 143 false true 3 false false 20 false false false false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 144 false false 2 true false 20 false false false false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 145 false false 2 false true 0 false false false false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 146 false false 2 false false 0 true false true false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 147 false false 2 false true 9 true false false false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 148 false false 2 false true 9 false false false false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 149 false false 2 false false 9 true false true false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 150 false false 2 false true 3 true false false false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 151 false false 2 false true 3 false false false false false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 152 false false 2 false false 3 false true false true false false 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 153 false false 2 false true 3 false true false false true false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 154 false false 2 false false 3 false false false false false true 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 155 false true 2 false false 20 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 156 false false 1 true false 20 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 157 false false 1 false true 0 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 158 false false 1 false false 0 true false true false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 159 false false 1 false true 9 true false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 160 false false 1 false true 9 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 161 false false 1 false false 9 true false true false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 162 false false 1 false true 1 true false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 163 false false 1 false true 1 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 164 false false 1 false false 1 true false true false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 165 false false 1 false true 5 true false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 166 false false 1 false true 5 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 167 false false 1 false false 5 true false true false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 168 false false 1 false true 4 true false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 169 false false 1 false true 4 true false false false true false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 170 false false 1 false false 4 false false false false false true 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 171 false true 1 false false 20 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 172 false false 0 true false 20 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 173 false false 0 false true 0 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 174 false false 0 false false 0 true false true false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 175 false false 0 false true 5 true false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 176 false false 0 false true 5 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 177 false false 0 false false 5 true false true false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 178 false false 0 false true 1 true false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 179 false false 0 false true 1 true false false false true false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 180 false false 0 false false 1 false false false false false true 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
crowds 181 false true 0 false false 20 false false false false false false 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
