action step u c s z zx zy x y
multiplex 122 2 10 2 10 0 2 0 0
multiplex 123 2 10 3 10 0 2 0 0
multiplex 124 2 11 0 11 0 2 0 0
multiplex 125 2 11 1 11 0 2 0 0
multiplex 126 2 11 2 11 0 2 0 0
multiplex 127 2 11 3 11 0 2 0 0
multiplex 128 2 12 0 12 0 2 0 0
multiplex 129 2 12 1 12 0 2 0 0
multiplex 130 2 12 2 12 0 2 0 0
multiplex 131 2 12 3 12 0 2 0 0
multiplex 132 2 13 0 13 0 2 0 0
multiplex 133 2 13 1 13 0 2 0 0
multiplex 134 2 13 2 13 0 2 0 0
multiplex 135 2 13 3 13 0 1 0 1
multiplex 136 2 14 0 14 0 1 0 0
multiplex 137 2 14 1 14 0 1 0 0
multiplex 138 2 14 2 14 0 1 0 0
multiplex 139 2 14 3 14 0 0 0 1
multiplex 140 2 15 0 15 0 0 0 0
multiplex 141 2 15 1 15 0 0 0 0
multiplex 142 2 15 2 15 0 0 0 0
multiplex 143 2 15 3 15 0 0 0 0
multiplex 144 2 16 0 16 0 0 0 0
multiplex 145 2 16 1 16 0 0 0 0
multiplex 146 2 16 2 16 0 0 0 0
multiplex 147 2 16 3 16 0 0 0 0
multiplex 148 2 17 0 17 0 0 0 0
multiplex 149 2 17 1 17 0 0 0 0
multiplex 150 2 17 2 17 0 0 0 0
multiplex 151 2 17 3 17 0 0 0 0
multiplex 152 2 18 0 18 0 0 0 0
multiplex 153 2 18 1 18 0 0 0 0
multiplex 154 2 18 2 18 0 0 0 0
multiplex 155 2 18 3 18 0 0 0 0
multiplex 156 2 19 0 19 0 0 0 0
multiplex 157 2 19 1 19 0 0 0 0
multiplex 158 2 19 2 19 0 0 0 0
multiplex 159 2 19 3 19 0 0 0 0
multiplex 160 2 20 0 20 0 0 0 0
multiplex 161 3 0 1 0 20 20 0 0
multiplex 162 3 0 2 0 19 20 1 0
multiplex 163 3 0 3 0 19 19 1 1
multiplex 164 3 1 0 0 19 19 0 0
multiplex 165 3 1 1 0 19 19 0 0
multiplex 166 3 1 2 0 18 19 1 0
multiplex 167 3 1 3 0 18 18 1 1
multiplex 168 3 2 0 0 18 18 0 0
multiplex 169 3 2 1 0 18 18 0 0
multiplex 170 3 2 2 0 17 18 1 0
multiplex 171 3 2 3 0 17 17 1 1
multiplex 172 3 3 0 0 17 17 0 0
multiplex 173 3 3 1 0 17 17 0 0
multiplex 174 3 3 2 0 16 17 1 0
multiplex 175 3 3 3 0 16 16 1 1
multiplex 176 3 4 0 0 16 16 0 0
multiplex 177 3 4 1 0 16 16 0 0
multiplex 178 3 4 2 0 15 16 1 0
multiplex 179 3 4 3 0 15 15 1 1
multiplex 180 3 5 0 0 15 15 0 0
multiplex 181 3 5 1 0 15 15 0 0
multiplex 182 3 5 2 0 14 15 1 0
multiplex 183 3 5 3 0 14 14 1 1
multiplex 184 3 6 0 0 14 14 0 0
multiplex 185 3 6 1 0 14 14 0 0
multiplex 186 3 6 2 0 13 14 1 0
multiplex 187 3 6 3 0 13 13 1 1
multiplex 188 3 7 0 0 13 13 0 0
multiplex 189 3 7 1 0 13 13 0 0
multiplex 190 3 7 2 0 12 13 1 0
multiplex 191 3 7 3 0 12 12 1 1
multiplex 192 3 8 0 0 12 12 0 0
multiplex 193 3 8 1 0 12 12 0 0
multiplex 194 3 8 2 0 11 12 1 0
multiplex 195 3 8 3 0 11 11 1 1
multiplex 196 3 9 0 0 11 11 0 0
multiplex 197 3 9 1 0 11 11 0 0
multiplex 198 3 9 2 0 10 11 1 0
multiplex 199 3 9 3 0 10 10 1 1
multiplex 200 3 10 0 0 10 10 0 0
multiplex 201 3 10 1 0 10 10 0 0
multiplex 202 3 10 2 0 9 10 1 0
multiplex 203 3 10 3 0 9 9 1 1
multiplex 204 3 11 0 0 9 9 0 0
multiplex 205 3 11 1 0 9 9 0 0
multiplex 206 3 11 2 0 8 9 1 0
multiplex 207 3 11 3 0 8 8 1 1
multiplex 208 3 12 0 0 8 8 0 0
multiplex 209 3 12 1 0 8 8 0 0
multiplex 210 3 12 2 0 7 8 1 0
multiplex 211 3 12 3 0 7 7 1 1
multiplex 212 3 13 0 0 7 7 0 0
multiplex 213 3 13 1 0 7 7 0 0
multiplex 214 3 13 2 0 6 7 1 0
multiplex 215 3 13 3 0 6 6 1 1
multiplex 216 3 14 0 0 6 6 0 0
multiplex 217 3 14 1 0 6 6 0 0
multiplex 218 3 14 2 0 5 6 1 0
multiplex 219 3 14 3 0 5 5 1 1
multiplex 220 3 15 0 0 5 5 0 0
multiplex 221 3 15 1 0 5 5 0 0
multiplex 222 3 15 2 0 4 5 1 0
multiplex 223 3 15 3 0 4 4 1 1
multiplex 224 3 16 0 1 4 4 0 0
multiplex 225 3 16 1 1 4 4 0 0
multiplex 226 3 16 2 1 3 4 1 0
multiplex 227 3 16 3 1 3 3 1 1
multiplex 228 3 17 0 1 3 3 0 0
multiplex 229 3 17 1 1 3 3 0 0
multiplex 230 3 17 2 1 2 3 1 0
multiplex 231 3 17 3 1 2 2 1 1
multiplex 232 3 18 0 1 2 2 0 0
multiplex 233 3 18 1 1 2 2 0 0
multiplex 234 3 18 2 1 1 2 1 0
multiplex 235 3 18 3 1 1 1 1 1
multiplex 236 3 19 0 1 1 1 0 0
multiplex 237 3 19 1 1 1 1 0 0
multiplex 238 3 19 2 1 0 1 1 0
multiplex 239 3 19 3 1 0 0 1 1
multiplex 240 3 20 0 1 0 0 0 0
multiplex 241 3 20 4 1 0 0 0 0
multiplex 242 3 20 4 1 0 0 0 0
