action step u c s z zx zy x y
multiplex 122 2 10 2 9 0 0 0 0
multiplex 123 2 10 3 9 0 0 0 0
multiplex 124 2 11 0 10 0 0 0 0
multiplex 125 2 11 1 10 0 0 0 0
multiplex 126 2 11 2 10 0 0 0 0
multiplex 127 2 11 3 10 0 0 0 0
multiplex 128 2 12 0 11 0 0 0 0
multiplex 129 2 12 1 11 0 0 0 0
multiplex 130 2 12 2 11 0 0 0 0
multiplex 131 2 12 3 11 0 0 0 0
multiplex 132 2 13 0 12 0 0 0 0
multiplex 133 2 13 1 12 0 0 0 0
multiplex 134 2 13 2 12 0 0 0 0
multiplex 135 2 13 3 12 0 0 0 0
multiplex 136 2 14 0 13 0 0 0 0
multiplex 137 2 14 1 13 0 0 0 0
multiplex 138 2 14 2 13 0 0 0 0
multiplex 139 2 14 3 13 0 0 0 0
multiplex 140 2 15 0 14 0 0 0 0
multiplex 141 2 15 1 14 0 0 0 0
multiplex 142 2 15 2 14 0 0 0 0
multiplex 143 2 15 3 14 0 0 0 0
multiplex 144 2 16 0 15 0 0 0 0
multiplex 145 2 16 1 15 0 0 0 0
multiplex 146 2 16 2 15 0 0 0 0
multiplex 147 2 16 3 15 0 0 0 0
multiplex 148 2 17 0 16 0 0 0 0
multiplex 149 2 17 1 16 0 0 0 0
multiplex 150 2 17 2 16 0 0 0 0
multiplex 151 2 17 3 16 0 0 0 0
multiplex 152 2 18 0 17 0 0 0 0
multiplex 153 2 18 1 17 0 0 0 0
multiplex 154 2 18 2 17 0 0 0 0
multiplex 155 2 18 3 17 0 0 0 0
multiplex 156 2 19 0 18 0 0 0 0
multiplex 157 2 19 1 18 0 0 0 0
multiplex 158 2 19 2 18 0 0 0 0
multiplex 159 2 19 3 18 0 0 0 0
multiplex 160 2 20 0 19 0 0 0 0
multiplex 161 3 0 1 0 19 19 0 0
multiplex 162 3 0 2 0 18 19 1 0
multiplex 163 3 0 3 0 18 18 1 1
multiplex 164 3 1 0 0 18 18 0 0
multiplex 165 3 1 1 0 18 18 0 0
multiplex 166 3 1 2 0 17 18 1 0
multiplex 167 3 1 3 0 17 17 1 1
multiplex 168 3 2 0 0 17 17 0 0
multiplex 169 3 2 1 0 17 17 0 0
multiplex 170 3 2 2 0 16 17 1 0
multiplex 171 3 2 3 0 16 16 1 1
multiplex 172 3 3 0 0 16 16 0 0
multiplex 173 3 3 1 0 16 16 0 0
multiplex 174 3 3 2 0 15 16 1 0
multiplex 175 3 3 3 0 15 15 1 1
multiplex 176 3 4 0 0 15 15 0 0
multiplex 177 3 4 1 0 15 15 0 0
multiplex 178 3 4 2 0 14 15 1 0
multiplex 179 3 4 3 0 14 14 1 1
multiplex 180 3 5 0 0 14 14 0 0
multiplex 181 3 5 1 0 14 14 0 0
multiplex 182 3 5 2 0 13 14 1 0
multiplex 183 3 5 3 0 13 13 1 1
multiplex 184 3 6 0 0 13 13 0 0
multiplex 185 3 6 1 0 13 13 0 0
multiplex 186 3 6 2 0 12 13 1 0
multiplex 187 3 6 3 0 12 12 1 1
multiplex 188 3 7 0 0 12 12 0 0
multiplex 189 3 7 1 0 12 12 0 0
multiplex 190 3 7 2 0 11 12 1 0
multiplex 191 3 7 3 0 11 11 1 1
multiplex 192 3 8 0 0 11 11 0 0
multiplex 193 3 8 1 0 11 11 0 0
multiplex 194 3 8 2 0 10 11 1 0
multiplex 195 3 8 3 0 10 10 1 1
multiplex 196 3 9 0 0 10 10 0 0
multiplex 197 3 9 1 0 10 10 0 0
multiplex 198 3 9 2 0 9 10 1 0
multiplex 199 3 9 3 0 9 9 1 1
multiplex 200 3 10 0 0 9 9 0 0
multiplex 201 3 10 1 0 9 9 0 0
multiplex 202 3 10 2 0 8 9 1 0
multiplex 203 3 10 3 0 8 8 1 1
multiplex 204 3 11 0 0 8 8 0 0
multiplex 205 3 11 1 0 8 8 0 0
multiplex 206 3 11 2 0 7 8 1 0
multiplex 207 3 11 3 0 7 7 1 1
multiplex 208 3 12 0 0 7 7 0 0
multiplex 209 3 12 1 0 7 7 0 0
multiplex 210 3 12 2 0 6 7 1 0
multiplex 211 3 12 3 0 6 6 1 1
multiplex 212 3 13 0 0 6 6 0 0
multiplex 213 3 13 1 0 6 6 0 0
multiplex 214 3 13 2 0 5 6 1 0
multiplex 215 3 13 3 0 5 5 1 1
multiplex 216 3 14 0 0 5 5 0 0
multiplex 217 3 14 1 0 5 5 0 0
multiplex 218 3 14 2 0 4 5 1 0
multiplex 219 3 14 3 0 4 4 1 1
multiplex 220 3 15 0 0 4 4 0 0
multiplex 221 3 15 1 0 4 4 0 0
multiplex 222 3 15 2 0 3 4 1 0
multiplex 223 3 15 3 0 3 3 1 1
multiplex 224 3 16 0 0 3 3 0 0
multiplex 225 3 16 1 0 3 3 0 0
multiplex 226 3 16 2 0 2 3 1 0
multiplex 227 3 16 3 0 2 2 1 1
multiplex 228 3 17 0 0 2 2 0 0
multiplex 229 3 17 1 0 2 2 0 0
multiplex 230 3 17 2 0 1 2 1 0
multiplex 231 3 17 3 0 1 2 1 0
multiplex 232 3 18 0 1 1 2 0 0
multiplex 233 3 18 1 1 1 2 0 0
multiplex 234 3 18 2 1 0 2 1 0
multiplex 235 3 18 3 1 0 1 1 1
multiplex 236 3 19 0 2 0 1 0 0
multiplex 237 3 19 1 2 0 1 0 0
multiplex 238 3 19 2 2 0 1 0 0
multiplex 239 3 19 3 2 0 0 0 1
multiplex 240 3 20 0 3 0 0 0 0
multiplex 241 4 0 1 0 3 3 0 0
multiplex 242 4 0 2 0 2 3 1 0
multiplex 243 4 0 3 0 2 3 1 0
multiplex 244 4 1 0 1 2 3 0 0
multiplex 245 4 1 1 1 2 3 0 0
multiplex 246 4 1 2 1 1 3 1 0
multiplex 247 4 1 3 1 1 3 1 0
multiplex 248 4 2 0 2 1 3 0 0
multiplex 249 4 2 1 2 1 3 0 0
multiplex 250 4 2 2 2 0 3 1 0
multiplex 251 4 2 3 2 0 3 1 0
multiplex 252 4 3 0 3 0 3 0 0
multiplex 253 4 3 1 3 0 3 0 0
multiplex 254 4 3 2 3 0 3 0 0
multiplex 255 4 3 3 3 0 3 0 0
multiplex 256 4 4 0 4 0 3 0 0
multiplex 257 4 4 1 4 0 3 0 0
multiplex 258 4 4 2 4 0 3 0 0
multiplex 259 4 4 3 4 0 3 0 0
multiplex 260 4 5 0 5 0 3 0 0
multiplex 261 4 5 1 5 0 3 0 0
multiplex 262 4 5 2 5 0 3 0 0
multiplex 263 4 5 3 5 0 3 0 0
multiplex 264 4 6 0 5 0 3 0 0
multiplex 265 4 6 1 5 0 3 0 0
multiplex 266 4 6 2 5 0 3 0 0
multiplex 267 4 6 3 5 0 2 0 1
multiplex 268 4 7 0 6 0 2 0 0
multiplex 269 4 7 1 6 0 2 0 0
multiplex 270 4 7 2 6 0 2 0 0
multiplex 271 4 7 3 6 0 2 0 0
multiplex 272 4 8 0 7 0 2 0 0
multiplex 273 4 8 1 7 0 2 0 0
multiplex 274 4 8 2 7 0 2 0 0
multiplex 275 4 8 3 7 0 1 0 1
multiplex 276 4 9 0 8 0 1 0 0
multiplex 277 4 9 1 8 0 1 0 0
multiplex 278 4 9 2 8 0 1 0 0
multiplex 279 4 9 3 8 0 1 0 0
multiplex 280 4 10 0 9 0 1 0 0
multiplex 281 4 10 1 9 0 1 0 0
multiplex 282 4 10 2 9 0 1 0 0
multiplex 283 4 10 3 9 0 1 0 0
multiplex 284 4 11 0 10 0 1 0 0
multiplex 285 4 11 1 10 0 1 0 0
multiplex 286 4 11 2 10 0 1 0 0
multiplex 287 4 11 3 10 0 1 0 0
multiplex 288 4 12 0 11 0 1 0 0
multiplex 289 4 12 1 11 0 1 0 0
multiplex 290 4 12 2 11 0 1 0 0
multiplex 291 4 12 3 11 0 1 0 0
multiplex 292 4 13 0 12 0 1 0 0
multiplex 293 4 13 1 12 0 1 0 0
multiplex 294 4 13 2 12 0 1 0 0
multiplex 295 4 13 3 12 0 0 0 1
multiplex 296 4 14 0 13 0 0 0 0
multiplex 297 4 14 1 13 0 0 0 0
multiplex 298 4 14 2 13 0 0 0 0
multiplex 299 4 14 3 13 0 0 0 0
multiplex 300 4 15 0 14 0 0 0 0
multiplex 301 4 15 1 14 0 0 0 0
multiplex 302 4 15 2 14 0 0 0 0
multiplex 303 4 15 3 14 0 0 0 0
multiplex 304 4 16 0 15 0 0 0 0
multiplex 305 4 16 1 15 0 0 0 0
multiplex 306 4 16 2 15 0 0 0 0
multiplex 307 4 16 3 15 0 0 0 0
multiplex 308 4 17 0 16 0 0 0 0
multiplex 309 4 17 1 16 0 0 0 0
multiplex 310 4 17 2 16 0 0 0 0
multiplex 311 4 17 3 16 0 0 0 0
multiplex 312 4 18 0 17 0 0 0 0
multiplex 313 4 18 1 17 0 0 0 0
multiplex 314 4 18 2 17 0 0 0 0
multiplex 315 4 18 3 17 0 0 0 0
multiplex 316 4 19 0 18 0 0 0 0
multiplex 317 4 19 1 18 0 0 0 0
multiplex 318 4 19 2 18 0 0 0 0
multiplex 319 4 19 3 18 0 0 0 0
multiplex 320 4 20 0 19 0 0 0 0
multiplex 321 5 0 1 0 19 19 0 0
multiplex 322 5 0 2 0 18 19 1 0
multiplex 323 5 0 3 0 18 18 1 1
multiplex 324 5 1 0 0 18 18 0 0
multiplex 325 5 1 1 0 18 18 0 0
multiplex 326 5 1 2 0 17 18 1 0
multiplex 327 5 1 3 0 17 17 1 1
multiplex 328 5 2 0 0 17 17 0 0
multiplex 329 5 2 1 0 17 17 0 0
multiplex 330 5 2 2 0 16 17 1 0
multiplex 331 5 2 3 0 16 16 1 1
multiplex 332 5 3 0 0 16 16 0 0
multiplex 333 5 3 1 0 16 16 0 0
multiplex 334 5 3 2 0 15 16 1 0
multiplex 335 5 3 3 0 15 16 1 0
multiplex 336 5 4 0 1 15 16 0 0
multiplex 337 5 4 1 1 15 16 0 0
multiplex 338 5 4 2 1 14 16 1 0
multiplex 339 5 4 3 1 14 15 1 1
multiplex 340 5 5 0 1 14 15 0 0
multiplex 341 5 5 1 1 14 15 0 0
multiplex 342 5 5 2 1 13 15 1 0
multiplex 343 5 5 3 1 13 14 1 1
multiplex 344 5 6 0 1 13 14 0 0
multiplex 345 5 6 1 1 13 14 0 0
multiplex 346 5 6 2 1 12 14 1 0
multiplex 347 5 6 3 1 12 13 1 1
multiplex 348 5 7 0 1 12 13 0 0
multiplex 349 5 7 1 1 12 13 0 0
multiplex 350 5 7 2 1 11 13 1 0
multiplex 351 5 7 3 1 11 12 1 1
multiplex 352 5 8 0 1 11 12 0 0
multiplex 353 5 8 1 1 11 12 0 0
multiplex 354 5 8 2 1 10 12 1 0
multiplex 355 5 8 3 1 10 11 1 1
multiplex 356 5 9 0 1 10 11 0 0
multiplex 357 5 9 1 1 10 11 0 0
multiplex 358 5 9 2 1 9 11 1 0
multiplex 359 5 9 3 1 9 10 1 1
multiplex 360 5 10 0 1 9 10 0 0
multiplex 361 5 10 1 1 9 10 0 0
multiplex 362 5 10 2 1 8 10 1 0
multiplex 363 5 10 3 1 8 9 1 1
multiplex 364 5 11 0 1 8 9 0 0
multiplex 365 5 11 1 1 8 9 0 0
multiplex 366 5 11 2 1 7 9 1 0
multiplex 367 5 11 3 1 7 8 1 1
multiplex 368 5 12 0 1 7 8 0 0
multiplex 369 5 12 1 1 7 8 0 0
multiplex 370 5 12 2 1 6 8 1 0
multiplex 371 5 12 3 1 6 7 1 1
multiplex 372 5 13 0 1 6 7 0 0
multiplex 373 5 13 1 1 6 7 0 0
multiplex 374 5 13 2 1 5 7 1 0
multiplex 375 5 13 3 1 5 6 1 1
multiplex 376 5 14 0 1 5 6 0 0
multiplex 377 5 14 1 1 5 6 0 0
multiplex 378 5 14 2 1 4 6 1 0
multiplex 379 5 14 3 1 4 5 1 1
multiplex 380 5 15 0 1 4 5 0 0
multiplex 381 5 15 1 1 4 5 0 0
multiplex 382 5 15 2 1 3 5 1 0
multiplex 383 5 15 3 1 3 4 1 1
multiplex 384 5 16 0 1 3 4 0 0
multiplex 385 5 16 1 1 3 4 0 0
multiplex 386 5 16 2 1 2 4 1 0
multiplex 387 5 16 3 1 2 3 1 1
multiplex 388 5 17 0 1 2 3 0 0
multiplex 389 5 17 1 1 2 3 0 0
multiplex 390 5 17 2 1 1 3 1 0
multiplex 391 5 17 3 1 1 2 1 1
multiplex 392 5 18 0 1 1 2 0 0
multiplex 393 5 18 1 1 1 2 0 0
multiplex 394 5 18 2 1 0 2 1 0
multiplex 395 5 18 3 1 0 1 1 1
multiplex 396 5 19 0 1 0 1 0 0
multiplex 397 5 19 1 1 0 1 0 0
multiplex 398 5 19 2 1 0 1 0 0
multiplex 399 5 19 3 1 0 0 0 1
multiplex 400 5 20 0 2 0 0 0 0
multiplex 401 6 0 1 0 2 2 0 0
multiplex 402 6 0 2 0 1 2 1 0
multiplex 403 6 0 3 0 1 2 1 0
multiplex 404 6 1 0 1 1 2 0 0
multiplex 405 6 1 1 1 1 2 0 0
multiplex 406 6 1 2 1 0 2 1 0
multiplex 407 6 1 3 1 0 2 1 0
multiplex 408 6 2 0 2 0 2 0 0
multiplex 409 6 2 1 2 0 2 0 0
multiplex 410 6 2 2 2 0 2 0 0
multiplex 411 6 2 3 2 0 2 0 0
multiplex 412 6 3 0 3 0 2 0 0
multiplex 413 6 3 1 3 0 2 0 0
multiplex 414 6 3 2 3 0 2 0 0
multiplex 415 6 3 3 3 0 2 0 0
multiplex 416 6 4 0 4 0 2 0 0
multiplex 417 6 4 1 4 0 2 0 0
multiplex 418 6 4 2 4 0 2 0 0
multiplex 419 6 4 3 4 0 2 0 0
multiplex 420 6 5 0 5 0 2 0 0
multiplex 421 6 5 1 5 0 2 0 0
multiplex 422 6 5 2 5 0 2 0 0
multiplex 423 6 5 3 5 0 2 0 0
multiplex 424 6 6 0 6 0 2 0 0
multiplex 425 6 6 1 6 0 2 0 0
multiplex 426 6 6 2 6 0 2 0 0
multiplex 427 6 6 3 6 0 2 0 0
multiplex 428 6 7 0 7 0 2 0 0
multiplex 429 6 7 1 7 0 2 0 0
multiplex 430 6 7 2 7 0 2 0 0
multiplex 431 6 7 3 7 0 2 0 0
multiplex 432 6 8 0 8 0 2 0 0
multiplex 433 6 8 1 8 0 2 0 0
multiplex 434 6 8 2 8 0 2 0 0
multiplex 435 6 8 3 8 0 2 0 0
multiplex 436 6 9 0 9 0 2 0 0
multiplex 437 6 9 1 9 0 2 0 0
multiplex 438 6 9 2 9 0 2 0 0
multiplex 439 6 9 3 9 0 1 0 1
multiplex 440 6 10 0 10 0 1 0 0
multiplex 441 6 10 1 10 0 1 0 0
multiplex 442 6 10 2 10 0 1 0 0
multiplex 443 6 10 3 10 0 1 0 0
multiplex 444 6 11 0 11 0 1 0 0
multiplex 445 6 11 1 11 0 1 0 0
multiplex 446 6 11 2 11 0 1 0 0
multiplex 447 6 11 3 11 0 1 0 0
multiplex 448 6 12 0 12 0 1 0 0
multiplex 449 6 12 1 12 0 1 0 0
multiplex 450 6 12 2 12 0 1 0 0
multiplex 451 6 12 3 12 0 1 0 0
multiplex 452 6 13 0 12 0 1 0 0
multiplex 453 6 13 1 12 0 1 0 0
multiplex 454 6 13 2 12 0 1 0 0
multiplex 455 6 13 3 12 0 1 0 0
multiplex 456 6 14 0 13 0 1 0 0
multiplex 457 6 14 1 13 0 1 0 0
multiplex 458 6 14 2 13 0 1 0 0
multiplex 459 6 14 3 13 0 0 0 1
multiplex 460 6 15 0 14 0 0 0 0
multiplex 461 6 15 1 14 0 0 0 0
multiplex 462 6 15 2 14 0 0 0 0
multiplex 463 6 15 3 14 0 0 0 0
multiplex 464 6 16 0 15 0 0 0 0
multiplex 465 6 16 1 15 0 0 0 0
multiplex 466 6 16 2 15 0 0 0 0
multiplex 467 6 16 3 15 0 0 0 0
multiplex 468 6 17 0 16 0 0 0 0
multiplex 469 6 17 1 16 0 0 0 0
multiplex 470 6 17 2 16 0 0 0 0
multiplex 471 6 17 3 16 0 0 0 0
multiplex 472 6 18 0 17 0 0 0 0
multiplex 473 6 18 1 17 0 0 0 0
multiplex 474 6 18 2 17 0 0 0 0
multiplex 475 6 18 3 17 0 0 0 0
multiplex 476 6 19 0 18 0 0 0 0
multiplex 477 6 19 1 18 0 0 0 0
multiplex 478 6 19 2 18 0 0 0 0
multiplex 479 6 19 3 18 0 0 0 0
multiplex 480 6 20 0 19 0 0 0 0
multiplex 481 7 0 1 0 19 19 0 0
multiplex 482 7 0 2 0 18 19 1 0
multiplex 483 7 0 3 0 18 18 1 1
multiplex 484 7 1 0 0 18 18 0 0
multiplex 485 7 1 1 0 18 18 0 0
multiplex 486 7 1 2 0 17 18 1 0
multiplex 487 7 1 3 0 17 17 1 1
multiplex 488 7 2 0 0 17 17 0 0
multiplex 489 7 2 1 0 17 17 0 0
multiplex 490 7 2 2 0 16 17 1 0
multiplex 491 7 2 3 0 16 16 1 1
multiplex 492 7 3 0 0 16 16 0 0
multiplex 493 7 3 1 0 16 16 0 0
multiplex 494 7 3 2 0 15 16 1 0
multiplex 495 7 3 3 0 15 15 1 1
multiplex 496 7 4 0 0 15 15 0 0
multiplex 497 7 4 1 0 15 15 0 0
multiplex 498 7 4 2 0 14 15 1 0
multiplex 499 7 4 3 0 14 14 1 1
multiplex 500 7 5 0 0 14 14 0 0
multiplex 501 7 5 1 0 14 14 0 0
multiplex 502 7 5 2 0 13 14 1 0
multiplex 503 7 5 3 0 13 13 1 1
multiplex 504 7 6 0 0 13 13 0 0
multiplex 505 7 6 1 0 13 13 0 0
multiplex 506 7 6 2 0 12 13 1 0
multiplex 507 7 6 3 0 12 12 1 1
multiplex 508 7 7 0 0 12 12 0 0
multiplex 509 7 7 1 0 12 12 0 0
multiplex 510 7 7 2 0 11 12 1 0
multiplex 511 7 7 3 0 11 11 1 1
multiplex 512 7 8 0 1 11 11 0 0
multiplex 513 7 8 1 1 11 11 0 0
multiplex 514 7 8 2 1 10 11 1 0
multiplex 515 7 8 3 1 10 10 1 1
multiplex 516 7 9 0 1 10 10 0 0
multiplex 517 7 9 1 1 10 10 0 0
multiplex 518 7 9 2 1 9 10 1 0
multiplex 519 7 9 3 1 9 9 1 1
multiplex 520 7 10 0 1 9 9 0 0
multiplex 521 7 10 1 1 9 9 0 0
multiplex 522 7 10 2 1 8 9 1 0
multiplex 523 7 10 3 1 8 8 1 1
multiplex 524 7 11 0 1 8 8 0 0
multiplex 525 7 11 1 1 8 8 0 0
multiplex 526 7 11 2 1 7 8 1 0
multiplex 527 7 11 3 1 7 7 1 1
multiplex 528 7 12 0 1 7 7 0 0
multiplex 529 7 12 1 1 7 7 0 0
multiplex 530 7 12 2 1 6 7 1 0
multiplex 531 7 12 3 1 6 6 1 1
multiplex 532 7 13 0 1 6 6 0 0
multiplex 533 7 13 1 1 6 6 0 0
multiplex 534 7 13 2 1 5 6 1 0
multiplex 535 7 13 3 1 5 5 1 1
multiplex 536 7 14 0 1 5 5 0 0
multiplex 537 7 14 1 1 5 5 0 0
multiplex 538 7 14 2 1 4 5 1 0
multiplex 539 7 14 3 1 4 4 1 1
multiplex 540 7 15 0 1 4 4 0 0
multiplex 541 7 15 1 1 4 4 0 0
multiplex 542 7 15 2 1 3 4 1 0
multiplex 543 7 15 3 1 3 4 1 0
multiplex 544 7 16 0 2 3 4 0 0
multiplex 545 7 16 1 2 3 4 0 0
multiplex 546 7 16 2 2 2 4 1 0
multiplex 547 7 16 3 2 2 3 1 1
multiplex 548 7 17 0 2 2 3 0 0
multiplex 549 7 17 1 2 2 3 0 0
multiplex 550 7 17 2 2 1 3 1 0
multiplex 551 7 17 3 2 1 2 1 1
multiplex 552 7 18 0 2 1 2 0 0
multiplex 553 7 18 1 2 1 2 0 0
multiplex 554 7 18 2 2 0 2 1 0
multiplex 555 7 18 3 2 0 1 1 1
multiplex 556 7 19 0 2 0 1 0 0
multiplex 557 7 19 1 2 0 1 0 0
multiplex 558 7 19 2 2 0 1 0 0
multiplex 559 7 19 3 2 0 0 0 1
multiplex 560 7 20 0 3 0 0 0 0
multiplex 561 7 20 4 3 0 0 0 0
multiplex 562 7 20 4 3 0 0 0 0
