action step u c s z zx zy x y
multiplex 122 1 30 2 6 0 0 1 0
multiplex 123 1 30 3 6 0 0 1 1
multiplex 124 1 31 0 6 0 0 0 0
multiplex 125 1 31 1 6 0 0 0 0
multiplex 126 1 31 2 6 0 0 1 0
multiplex 127 1 31 3 6 0 0 1 1
multiplex 128 1 32 0 6 0 0 0 0
multiplex 129 1 32 1 6 0 0 0 0
multiplex 130 1 32 2 6 0 0 1 0
multiplex 131 1 32 3 6 0 0 1 1
multiplex 132 1 33 0 6 0 0 0 0
multiplex 133 1 33 1 6 0 0 0 0
multiplex 134 1 33 2 6 0 0 1 0
multiplex 135 1 33 3 6 0 0 1 1
multiplex 136 1 34 0 6 0 0 0 0
multiplex 137 1 34 1 6 0 0 0 0
multiplex 138 1 34 2 6 0 0 0 0
multiplex 139 1 34 3 6 0 0 0 1
multiplex 140 1 35 0 7 0 0 0 0
multiplex 141 1 35 1 7 0 0 0 0
multiplex 142 1 35 2 7 0 0 1 0
multiplex 143 1 35 3 7 0 0 1 1
multiplex 144 1 36 0 7 0 0 0 0
multiplex 145 1 36 1 7 0 0 0 0
multiplex 146 1 36 2 7 0 0 1 0
multiplex 147 1 36 3 7 0 0 1 1
multiplex 148 1 37 0 7 0 0 0 0
multiplex 149 1 37 1 7 0 0 0 0
multiplex 150 1 37 2 7 0 0 1 0
multiplex 151 1 37 3 7 0 0 1 1
multiplex 152 1 38 0 7 0 0 0 0
multiplex 153 1 38 1 7 0 0 0 0
multiplex 154 1 38 2 7 0 0 1 0
multiplex 155 1 38 3 7 0 0 1 1
multiplex 156 1 39 0 7 0 0 0 0
multiplex 157 1 39 1 7 0 0 0 0
multiplex 158 1 39 2 7 0 0 1 0
multiplex 159 1 39 3 7 0 0 1 0
multiplex 160 1 40 0 8 0 0 0 0
multiplex 161 1 40 1 8 0 0 0 0
multiplex 162 1 40 2 8 0 0 1 0
multiplex 163 1 40 3 8 0 0 1 1
multiplex 164 1 41 0 8 0 0 0 0
multiplex 165 1 41 1 8 0 0 0 0
multiplex 166 1 41 2 8 0 0 1 0
multiplex 167 1 41 3 8 0 0 1 1
multiplex 168 1 42 0 8 0 0 0 0
multiplex 169 1 42 1 8 0 0 0 0
multiplex 170 1 42 2 8 0 0 0 0
multiplex 171 1 42 3 8 0 0 0 1
multiplex 172 1 43 0 9 0 0 0 0
multiplex 173 1 43 1 9 0 0 0 0
multiplex 174 1 43 2 9 0 0 1 0
multiplex 175 1 43 3 9 0 0 1 1
multiplex 176 1 44 0 9 0 0 0 0
multiplex 177 1 44 1 9 0 0 0 0
multiplex 178 1 44 2 9 0 0 1 0
multiplex 179 1 44 3 9 0 0 1 1
multiplex 180 1 45 0 9 0 0 0 0
multiplex 181 1 45 1 9 0 0 0 0
multiplex 182 1 45 2 9 0 0 1 0
multiplex 183 1 45 3 9 0 0 1 1
multiplex 184 1 46 0 9 0 0 0 0
multiplex 185 1 46 1 9 0 0 0 0
multiplex 186 1 46 2 9 0 0 1 0
multiplex 187 1 46 3 9 0 0 1 1
multiplex 188 1 47 0 9 0 0 0 0
multiplex 189 1 47 1 9 0 0 0 0
multiplex 190 1 47 2 9 0 0 1 0
multiplex 191 1 47 3 9 0 0 1 1
multiplex 192 1 48 0 9 0 0 0 0
multiplex 193 1 48 1 9 0 0 0 0
multiplex 194 1 48 2 9 0 0 1 0
multiplex 195 1 48 3 9 0 0 1 0
multiplex 196 1 49 0 10 0 0 0 0
multiplex 197 1 49 1 10 0 0 0 0
multiplex 198 1 49 2 10 0 0 1 0
multiplex 199 1 49 3 10 0 0 1 1
multiplex 200 1 50 0 10 0 0 0 0
multiplex 201 1 50 1 10 0 0 0 0
multiplex 202 1 50 2 10 0 0 1 0
multiplex 203 1 50 3 10 0 0 1 1
multiplex 204 1 51 0 10 0 0 0 0
multiplex 205 1 51 1 10 0 0 0 0
multiplex 206 1 51 2 10 0 0 1 0
multiplex 207 1 51 3 10 0 0 1 1
multiplex 208 1 52 0 10 0 0 0 0
multiplex 209 1 52 1 10 0 0 0 0
multiplex 210 1 52 2 10 0 0 1 0
multiplex 211 1 52 3 10 0 0 1 1
multiplex 212 1 53 0 10 0 0 0 0
multiplex 213 1 53 1 10 0 0 0 0
multiplex 214 1 53 2 10 0 0 1 0
multiplex 215 1 53 3 10 0 0 1 1
multiplex 216 1 54 0 10 0 0 0 0
multiplex 217 1 54 1 10 0 0 0 0
multiplex 218 1 54 2 10 0 0 1 0
multiplex 219 1 54 3 10 0 0 1 1
multiplex 220 1 55 0 10 0 0 0 0
multiplex 221 1 55 1 10 0 0 0 0
multiplex 222 1 55 2 10 0 0 1 0
multiplex 223 1 55 3 10 0 0 1 0
multiplex 224 1 56 0 11 0 0 0 0
multiplex 225 1 56 1 11 0 0 0 0
multiplex 226 1 56 2 11 0 0 1 0
multiplex 227 1 56 3 11 0 0 1 1
multiplex 228 1 57 0 11 0 0 0 0
multiplex 229 1 57 1 11 0 0 0 0
multiplex 230 1 57 2 11 0 0 1 0
multiplex 231 1 57 3 11 0 0 1 1
multiplex 232 1 58 0 11 0 0 0 0
multiplex 233 1 58 1 11 0 0 0 0
multiplex 234 1 58 2 11 0 0 1 0
multiplex 235 1 58 3 11 0 0 1 1
multiplex 236 1 59 0 11 0 0 0 0
multiplex 237 1 59 1 11 0 0 0 0
multiplex 238 1 59 2 11 0 0 1 0
multiplex 239 1 59 3 11 0 0 1 1
multiplex 240 1 60 0 11 0 0 0 0
multiplex 241 2 0 1 0 11 11 0 0
multiplex 242 2 0 2 0 10 11 1 0
multiplex 243 2 0 3 0 10 11 1 0
multiplex 244 2 1 0 1 10 11 0 0
multiplex 245 2 1 1 1 10 11 0 0
multiplex 246 2 1 2 1 9 11 1 0
multiplex 247 2 1 3 1 9 11 1 0
multiplex 248 2 2 0 2 9 11 0 0
multiplex 249 2 2 1 2 9 11 0 0
multiplex 250 2 2 2 2 8 11 1 0
multiplex 251 2 2 3 2 8 11 1 0
multiplex 252 2 3 0 3 8 11 0 0
multiplex 253 2 3 1 3 8 11 0 0
multiplex 254 2 3 2 3 7 11 1 0
multiplex 255 2 3 3 3 7 10 1 1
multiplex 256 2 4 0 3 7 10 0 0
multiplex 257 2 4 1 3 7 10 0 0
multiplex 258 2 4 2 3 6 10 1 0
multiplex 259 2 4 3 3 6 10 1 0
multiplex 260 2 5 0 4 6 10 0 0
multiplex 261 2 5 1 4 6 10 0 0
multiplex 262 2 5 2 4 5 10 1 0
multiplex 263 2 5 3 4 5 10 1 0
multiplex 264 2 6 0 5 5 10 0 0
multiplex 265 2 6 1 5 5 10 0 0
multiplex 266 2 6 2 5 4 10 1 0
multiplex 267 2 6 3 5 4 10 1 0
multiplex 268 2 7 0 6 4 10 0 0
multiplex 269 2 7 1 6 4 10 0 0
multiplex 270 2 7 2 6 3 10 1 0
multiplex 271 2 7 3 6 3 10 1 0
multiplex 272 2 8 0 7 3 10 0 0
multiplex 273 2 8 1 7 3 10 0 0
multiplex 274 2 8 2 7 2 10 1 0
multiplex 275 2 8 3 7 2 10 1 0
multiplex 276 2 9 0 8 2 10 0 0
multiplex 277 2 9 1 8 2 10 0 0
multiplex 278 2 9 2 8 1 10 1 0
multiplex 279 2 9 3 8 1 10 1 0
multiplex 280 2 10 0 9 1 10 0 0
multiplex 281 2 10 1 9 1 10 0 0
multiplex 282 2 10 2 9 0 10 1 0
multiplex 283 2 10 3 9 0 10 1 0
multiplex 284 2 11 0 10 0 10 0 0
multiplex 285 2 11 1 10 0 10 0 0
multiplex 286 2 11 2 10 0 10 0 0
multiplex 287 2 11 3 10 0 10 0 0
multiplex 288 2 12 0 11 0 10 0 0
multiplex 289 2 12 1 11 0 10 0 0
multiplex 290 2 12 2 11 0 10 0 0
multiplex 291 2 12 3 11 0 9 0 1
multiplex 292 2 13 0 12 0 9 0 0
multiplex 293 2 13 1 12 0 9 0 0
multiplex 294 2 13 2 12 0 9 0 0
multiplex 295 2 13 3 12 0 9 0 0
multiplex 296 2 14 0 13 0 9 0 0
multiplex 297 2 14 1 13 0 9 0 0
multiplex 298 2 14 2 13 0 9 0 0
multiplex 299 2 14 3 13 0 8 0 1
multiplex 300 2 15 0 14 0 8 0 0
multiplex 301 2 15 1 14 0 8 0 0
multiplex 302 2 15 2 14 0 8 0 0
multiplex 303 2 15 3 14 0 8 0 0
multiplex 304 2 16 0 15 0 8 0 0
multiplex 305 2 16 1 15 0 8 0 0
multiplex 306 2 16 2 15 0 8 0 0
multiplex 307 2 16 3 15 0 8 0 0
multiplex 308 2 17 0 16 0 8 0 0
multiplex 309 2 17 1 16 0 8 0 0
multiplex 310 2 17 2 16 0 8 0 0
multiplex 311 2 17 3 16 0 8 0 0
multiplex 312 2 18 0 17 0 8 0 0
multiplex 313 2 18 1 17 0 8 0 0
multiplex 314 2 18 2 17 0 8 0 0
multiplex 315 2 18 3 17 0 8 0 0
multiplex 316 2 19 0 18 0 8 0 0
multiplex 317 2 19 1 18 0 8 0 0
multiplex 318 2 19 2 18 0 8 0 0
multiplex 319 2 19 3 18 0 8 0 0
multiplex 320 2 20 0 19 0 8 0 0
multiplex 321 2 20 1 19 0 8 0 0
multiplex 322 2 20 2 19 0 8 0 0
multiplex 323 2 20 3 19 0 8 0 0
multiplex 324 2 21 0 20 0 8 0 0
multiplex 325 2 21 1 20 0 8 0 0
multiplex 326 2 21 2 20 0 8 0 0
multiplex 327 2 21 3 20 0 8 0 0
multiplex 328 2 22 0 21 0 8 0 0
multiplex 329 2 22 1 21 0 8 0 0
multiplex 330 2 22 2 21 0 8 0 0
multiplex 331 2 22 3 21 0 8 0 0
multiplex 332 2 23 0 22 0 8 0 0
multiplex 333 2 23 1 22 0 8 0 0
multiplex 334 2 23 2 22 0 8 0 0
multiplex 335 2 23 3 22 0 8 0 0
multiplex 336 2 24 0 23 0 8 0 0
multiplex 337 2 24 1 23 0 8 0 0
multiplex 338 2 24 2 23 0 8 0 0
multiplex 339 2 24 3 23 0 8 0 0
multiplex 340 2 25 0 24 0 8 0 0
multiplex 341 2 25 1 24 0 8 0 0
multiplex 342 2 25 2 24 0 8 0 0
multiplex 343 2 25 3 24 0 8 0 0
multiplex 344 2 26 0 25 0 8 0 0
multiplex 345 2 26 1 25 0 8 0 0
multiplex 346 2 26 2 25 0 8 0 0
multiplex 347 2 26 3 25 0 8 0 0
multiplex 348 2 27 0 26 0 8 0 0
multiplex 349 2 27 1 26 0 8 0 0
multiplex 350 2 27 2 26 0 8 0 0
multiplex 351 2 27 3 26 0 8 0 0
multiplex 352 2 28 0 27 0 8 0 0
multiplex 353 2 28 1 27 0 8 0 0
multiplex 354 2 28 2 27 0 8 0 0
multiplex 355 2 28 3 27 0 7 0 1
multiplex 356 2 29 0 28 0 7 0 0
multiplex 357 2 29 1 28 0 7 0 0
multiplex 358 2 29 2 28 0 7 0 0
multiplex 359 2 29 3 28 0 7 0 0
multiplex 360 2 30 0 29 0 7 0 0
multiplex 361 2 30 1 29 0 7 0 0
multiplex 362 2 30 2 29 0 7 0 0
multiplex 363 2 30 3 29 0 7 0 0
multiplex 364 2 31 0 30 0 7 0 0
multiplex 365 2 31 1 30 0 7 0 0
multiplex 366 2 31 2 30 0 7 0 0
multiplex 367 2 31 3 30 0 6 0 1
multiplex 368 2 32 0 31 0 6 0 0
multiplex 369 2 32 1 31 0 6 0 0
multiplex 370 2 32 2 31 0 6 0 0
multiplex 371 2 32 3 31 0 6 0 0
multiplex 372 2 33 0 32 0 6 0 0
multiplex 373 2 33 1 32 0 6 0 0
multiplex 374 2 33 2 32 0 6 0 0
multiplex 375 2 33 3 32 0 5 0 1
multiplex 376 2 34 0 33 0 5 0 0
multiplex 377 2 34 1 33 0 5 0 0
multiplex 378 2 34 2 33 0 5 0 0
multiplex 379 2 34 3 33 0 5 0 0
multiplex 380 2 35 0 34 0 5 0 0
multiplex 381 2 35 1 34 0 5 0 0
multiplex 382 2 35 2 34 0 5 0 0
multiplex 383 2 35 3 34 0 5 0 0
multiplex 384 2 36 0 35 0 5 0 0
multiplex 385 2 36 1 35 0 5 0 0
multiplex 386 2 36 2 35 0 5 0 0
multiplex 387 2 36 3 35 0 5 0 0
multiplex 388 2 37 0 36 0 5 0 0
multiplex 389 2 37 1 36 0 5 0 0
multiplex 390 2 37 2 36 0 5 0 0
multiplex 391 2 37 3 36 0 5 0 0
multiplex 392 2 38 0 37 0 5 0 0
multiplex 393 2 38 1 37 0 5 0 0
multiplex 394 2 38 2 37 0 5 0 0
multiplex 395 2 38 3 37 0 5 0 0
multiplex 396 2 39 0 38 0 5 0 0
multiplex 397 2 39 1 38 0 5 0 0
multiplex 398 2 39 2 38 0 5 0 0
multiplex 399 2 39 3 38 0 4 0 1
multiplex 400 2 40 0 39 0 4 0 0
multiplex 401 2 40 1 39 0 4 0 0
multiplex 402 2 40 2 39 0 4 0 0
multiplex 403 2 40 3 39 0 3 0 1
multiplex 404 2 41 0 40 0 3 0 0
multiplex 405 2 41 1 40 0 3 0 0
multiplex 406 2 41 2 40 0 3 0 0
multiplex 407 2 41 3 40 0 3 0 0
multiplex 408 2 42 0 41 0 3 0 0
multiplex 409 2 42 1 41 0 3 0 0
multiplex 410 2 42 2 41 0 3 0 0
multiplex 411 2 42 3 41 0 3 0 0
multiplex 412 2 43 0 42 0 3 0 0
multiplex 413 2 43 1 42 0 3 0 0
multiplex 414 2 43 2 42 0 3 0 0
multiplex 415 2 43 3 42 0 3 0 0
multiplex 416 2 44 0 43 0 3 0 0
multiplex 417 2 44 1 43 0 3 0 0
multiplex 418 2 44 2 43 0 3 0 0
multiplex 419 2 44 3 43 0 3 0 0
multiplex 420 2 45 0 44 0 3 0 0
multiplex 421 2 45 1 44 0 3 0 0
multiplex 422 2 45 2 44 0 3 0 0
multiplex 423 2 45 3 44 0 3 0 0
multiplex 424 2 46 0 45 0 3 0 0
multiplex 425 2 46 1 45 0 3 0 0
multiplex 426 2 46 2 45 0 3 0 0
multiplex 427 2 46 3 45 0 2 0 1
multiplex 428 2 47 0 46 0 2 0 0
multiplex 429 2 47 1 46 0 2 0 0
multiplex 430 2 47 2 46 0 2 0 0
multiplex 431 2 47 3 46 0 2 0 0
multiplex 432 2 48 0 47 0 2 0 0
multiplex 433 2 48 1 47 0 2 0 0
multiplex 434 2 48 2 47 0 2 0 0
multiplex 435 2 48 3 47 0 2 0 0
multiplex 436 2 49 0 48 0 2 0 0
multiplex 437 2 49 1 48 0 2 0 0
multiplex 438 2 49 2 48 0 2 0 0
multiplex 439 2 49 3 48 0 2 0 0
multiplex 440 2 50 0 49 0 2 0 0
multiplex 441 2 50 1 49 0 2 0 0
multiplex 442 2 50 2 49 0 2 0 0
multiplex 443 2 50 3 49 0 2 0 0
multiplex 444 2 51 0 50 0 2 0 0
multiplex 445 2 51 1 50 0 2 0 0
multiplex 446 2 51 2 50 0 2 0 0
multiplex 447 2 51 3 50 0 2 0 0
multiplex 448 2 52 0 51 0 2 0 0
multiplex 449 2 52 1 51 0 2 0 0
multiplex 450 2 52 2 51 0 2 0 0
multiplex 451 2 52 3 51 0 1 0 1
multiplex 452 2 53 0 52 0 1 0 0
multiplex 453 2 53 1 52 0 1 0 0
multiplex 454 2 53 2 52 0 1 0 0
multiplex 455 2 53 3 52 0 1 0 0
multiplex 456 2 54 0 53 0 1 0 0
multiplex 457 2 54 1 53 0 1 0 0
multiplex 458 2 54 2 53 0 1 0 0
multiplex 459 2 54 3 53 0 0 0 1
multiplex 460 2 55 0 54 0 0 0 0
multiplex 461 2 55 1 54 0 0 0 0
multiplex 462 2 55 2 54 0 0 0 0
multiplex 463 2 55 3 54 0 0 0 0
multiplex 464 2 56 0 55 0 0 0 0
multiplex 465 2 56 1 55 0 0 0 0
multiplex 466 2 56 2 55 0 0 0 0
multiplex 467 2 56 3 55 0 0 0 0
multiplex 468 2 57 0 56 0 0 0 0
multiplex 469 2 57 1 56 0 0 0 0
multiplex 470 2 57 2 56 0 0 0 0
multiplex 471 2 57 3 56 0 0 0 0
multiplex 472 2 58 0 57 0 0 0 0
multiplex 473 2 58 1 57 0 0 0 0
multiplex 474 2 58 2 57 0 0 0 0
multiplex 475 2 58 3 57 0 0 0 0
multiplex 476 2 59 0 58 0 0 0 0
multiplex 477 2 59 1 58 0 0 0 0
multiplex 478 2 59 2 58 0 0 0 0
multiplex 479 2 59 3 58 0 0 0 0
multiplex 480 2 60 0 59 0 0 0 0
multiplex 481 3 0 1 0 59 59 0 0
multiplex 482 3 0 2 0 58 59 1 0
multiplex 483 3 0 3 0 58 58 1 1
multiplex 484 3 1 0 0 58 58 0 0
multiplex 485 3 1 1 0 58 58 0 0
multiplex 486 3 1 2 0 57 58 1 0
multiplex 487 3 1 3 0 57 57 1 1
multiplex 488 3 2 0 0 57 57 0 0
multiplex 489 3 2 1 0 57 57 0 0
multiplex 490 3 2 2 0 56 57 1 0
multiplex 491 3 2 3 0 56 56 1 1
multiplex 492 3 3 0 0 56 56 0 0
multiplex 493 3 3 1 0 56 56 0 0
multiplex 494 3 3 2 0 55 56 1 0
multiplex 495 3 3 3 0 55 55 1 1
multiplex 496 3 4 0 0 55 55 0 0
multiplex 497 3 4 1 0 55 55 0 0
multiplex 498 3 4 2 0 54 55 1 0
multiplex 499 3 4 3 0 54 54 1 1
multiplex 500 3 5 0 0 54 54 0 0
multiplex 501 3 5 1 0 54 54 0 0
multiplex 502 3 5 2 0 53 54 1 0
multiplex 503 3 5 3 0 53 53 1 1
multiplex 504 3 6 0 0 53 53 0 0
multiplex 505 3 6 1 0 53 53 0 0
multiplex 506 3 6 2 0 52 53 1 0
multiplex 507 3 6 3 0 52 52 1 1
multiplex 508 3 7 0 0 52 52 0 0
multiplex 509 3 7 1 0 52 52 0 0
multiplex 510 3 7 2 0 51 52 1 0
multiplex 511 3 7 3 0 51 51 1 1
multiplex 512 3 8 0 0 51 51 0 0
multiplex 513 3 8 1 0 51 51 0 0
multiplex 514 3 8 2 0 50 51 1 0
multiplex 515 3 8 3 0 50 50 1 1
multiplex 516 3 9 0 0 50 50 0 0
multiplex 517 3 9 1 0 50 50 0 0
multiplex 518 3 9 2 0 49 50 1 0
multiplex 519 3 9 3 0 49 49 1 1
multiplex 520 3 10 0 0 49 49 0 0
multiplex 521 3 10 1 0 49 49 0 0
multiplex 522 3 10 2 0 48 49 1 0
multiplex 523 3 10 3 0 48 48 1 1
multiplex 524 3 11 0 0 48 48 0 0
multiplex 525 3 11 1 0 48 48 0 0
multiplex 526 3 11 2 0 47 48 1 0
multiplex 527 3 11 3 0 47 47 1 1
multiplex 528 3 12 0 0 47 47 0 0
multiplex 529 3 12 1 0 47 47 0 0
multiplex 530 3 12 2 0 46 47 1 0
multiplex 531 3 12 3 0 46 46 1 1
multiplex 532 3 13 0 0 46 46 0 0
multiplex 533 3 13 1 0 46 46 0 0
multiplex 534 3 13 2 0 45 46 1 0
multiplex 535 3 13 3 0 45 45 1 1
multiplex 536 3 14 0 0 45 45 0 0
multiplex 537 3 14 1 0 45 45 0 0
multiplex 538 3 14 2 0 44 45 1 0
multiplex 539 3 14 3 0 44 44 1 1
multiplex 540 3 15 0 0 44 44 0 0
multiplex 541 3 15 1 0 44 44 0 0
multiplex 542 3 15 2 0 43 44 1 0
multiplex 543 3 15 3 0 43 43 1 1
multiplex 544 3 16 0 0 43 43 0 0
multiplex 545 3 16 1 0 43 43 0 0
multiplex 546 3 16 2 0 42 43 1 0
multiplex 547 3 16 3 0 42 42 1 1
multiplex 548 3 17 0 0 42 42 0 0
multiplex 549 3 17 1 0 42 42 0 0
multiplex 550 3 17 2 0 41 42 1 0
multiplex 551 3 17 3 0 41 41 1 1
multiplex 552 3 18 0 0 41 41 0 0
multiplex 553 3 18 1 0 41 41 0 0
multiplex 554 3 18 2 0 40 41 1 0
multiplex 555 3 18 3 0 40 40 1 1
multiplex 556 3 19 0 0 40 40 0 0
multiplex 557 3 19 1 0 40 40 0 0
multiplex 558 3 19 2 0 39 40 1 0
multiplex 559 3 19 3 0 39 39 1 1
multiplex 560 3 20 0 0 39 39 0 0
multiplex 561 3 20 1 0 39 39 0 0
multiplex 562 3 20 2 0 38 39 1 0
multiplex 563 3 20 3 0 38 38 1 1
multiplex 564 3 21 0 0 38 38 0 0
multiplex 565 3 21 1 0 38 38 0 0
multiplex 566 3 21 2 0 37 38 1 0
multiplex 567 3 21 3 0 37 37 1 1
multiplex 568 3 22 0 0 37 37 0 0
multiplex 569 3 22 1 0 37 37 0 0
multiplex 570 3 22 2 0 36 37 1 0
multiplex 571 3 22 3 0 36 36 1 1
multiplex 572 3 23 0 0 36 36 0 0
multiplex 573 3 23 1 0 36 36 0 0
multiplex 574 3 23 2 0 35 36 1 0
multiplex 575 3 23 3 0 35 35 1 1
multiplex 576 3 24 0 0 35 35 0 0
multiplex 577 3 24 1 0 35 35 0 0
multiplex 578 3 24 2 0 34 35 1 0
multiplex 579 3 24 3 0 34 34 1 1
multiplex 580 3 25 0 0 34 34 0 0
multiplex 581 3 25 1 0 34 34 0 0
multiplex 582 3 25 2 0 33 34 1 0
multiplex 583 3 25 3 0 33 33 1 1
multiplex 584 3 26 0 0 33 33 0 0
multiplex 585 3 26 1 0 33 33 0 0
multiplex 586 3 26 2 0 32 33 1 0
multiplex 587 3 26 3 0 32 32 1 1
multiplex 588 3 27 0 0 32 32 0 0
multiplex 589 3 27 1 0 32 32 0 0
multiplex 590 3 27 2 0 31 32 1 0
multiplex 591 3 27 3 0 31 31 1 1
multiplex 592 3 28 0 0 31 31 0 0
multiplex 593 3 28 1 0 31 31 0 0
multiplex 594 3 28 2 0 30 31 1 0
multiplex 595 3 28 3 0 30 30 1 1
multiplex 596 3 29 0 1 30 30 0 0
multiplex 597 3 29 1 1 30 30 0 0
multiplex 598 3 29 2 1 29 30 1 0
multiplex 599 3 29 3 1 29 29 1 1
multiplex 600 3 30 0 1 29 29 0 0
multiplex 601 3 30 1 1 29 29 0 0
multiplex 602 3 30 2 1 28 29 1 0
multiplex 603 3 30 3 1 28 28 1 1
multiplex 604 3 31 0 1 28 28 0 0
multiplex 605 3 31 1 1 28 28 0 0
multiplex 606 3 31 2 1 27 28 1 0
